Is Highlight,Object ID,Department,Object Name,Title,Artist Display Name,Year,Tags
FALSE,405738,Drawings and Prints,Drawing,"Landscape with Trees and a Tower (Smaller Italian Sketchbook, leaf 15 recto)",Joseph Wright (Wright of Derby),1775,Towers|Landscapes|Trees
FALSE,405744,Drawings and Prints,Drawing,"Landscape with Villa Surrounded by Trees (Smaller Italian Sketchbook, leaf 22 recto)",Joseph Wright (Wright of Derby),1775,Houses|Landscapes
FALSE,405745,Drawings and Prints,Drawing,"Landscape with a Distant Buildings (Smaller Italian Sketchbook, leaf 23 recto)",Joseph Wright (Wright of Derby),1775,Landscapes
FALSE,405746,Drawings and Prints,Drawing,"Landscape with Cedars and Buildings (Smaller Italian Sketchbook, leaf 24 recto)",Joseph Wright (Wright of Derby),1775,Landscapes
FALSE,405747,Drawings and Prints,Drawing,"Landscape with Distant Buildings (Smaller Italian Sketchbook, leaf 25 recto)",Joseph Wright (Wright of Derby),1775,Buildings|Landscapes
FALSE,405749,Drawings and Prints,Drawing,"Landscape with Distant Buildings (Smaller Italian Sketchbook, leaf 27 recto)",Joseph Wright (Wright of Derby),1775,Landscapes|Trees
FALSE,405750,Drawings and Prints,Drawing,"Landscape with Distant Buildings (Smaller Italian Sketchbook, leaf 28 recto)",Joseph Wright (Wright of Derby),1775,Buildings|Hills|Landscapes
FALSE,405751,Drawings and Prints,Drawing,"Landscape with a Two-Story Building on a Hill (Smaller Italian Sketchbook, leaf 29 recto)",Joseph Wright (Wright of Derby),1775,Buildings|Hills|Landscapes
FALSE,405754,Drawings and Prints,Drawing,"Landscape with a Towered Building and Domed Church (Smaller Italian Sketchbook, leaf 32 recto)",Joseph Wright (Wright of Derby),1775,Landscapes
FALSE,405755,Drawings and Prints,Drawing,"Landscape with Building on a Distant Hill (Smaller Italian Sketchbook, leaf 33 recto)",Joseph Wright (Wright of Derby),1775,Buildings|Hills|Landscapes
FALSE,405759,Drawings and Prints,Drawing,"Landscape with Trees and Distant Hills (Smaller Italian Sketchbook, leaf 37 recto)",Joseph Wright (Wright of Derby),1775,Landscapes|Trees
FALSE,405760,Drawings and Prints,Drawing,"Landscape with Domed Church (Smaller Italian Sketchbook, leaf 38 recto)",Joseph Wright (Wright of Derby),1775,Landscapes
FALSE,405761,Drawings and Prints,Drawing,"Landscape with River, Arched Bridge and Distant Mountains (Smaller Italian Sketchbook, leaf 39 recto)",Joseph Wright (Wright of Derby),1775,Bridges|Rivers|Mountains|Landscapes
FALSE,405763,Drawings and Prints,Drawing,"Landscape with Umbrella Pines and Distant Mountain (Smaller Italian Sketchbook, leaf 41 recto)",Joseph Wright (Wright of Derby),1775,Mountains|Landscapes|Trees
FALSE,8509,American Decorative Arts,Tile,Tile,Guy Green,1776,Animals|Landscapes
FALSE,48989,Asian Art,Hanging scroll,,Ike Taiga,1776,Landscapes
FALSE,48990,Asian Art,Hanging scroll,,Ike Taiga,1776,Houses|Landscapes|Trees|Summer
FALSE,48991,Asian Art,Hanging scroll,,Ike Taiga,1776,Landscapes
FALSE,75347,Asian Art,Hanging scroll,,Ike Taiga,1776,Flowers|Landscapes|Trees
FALSE,334882,Drawings and Prints,Drawing,A Rocky Landscape at Civita Castellana,Jacob Philipp Hackert,1776,Landscapes|Trees
FALSE,376767,Drawings and Prints,Drawing,Stormy Landscape,Hendrik Meijer,1776,Human Figures|Landscapes|Trees|Storms
FALSE,384553,Drawings and Prints,Print,Landscape with Cupid and Psyche,Claude Lorrain (Claude Gellée)|Richard Earlom|John Boydell,1776,Cupid|Psyche|Bodies of Water|Landscapes|Trees
FALSE,384628,Drawings and Prints,Print,Landscape with Shepherd and Shepherdess,Claude Lorrain (Claude Gellée)|Richard Earlom|John Boydell,1776,Human Figures|Cows|Landscapes|Trees|Shepherds
FALSE,386042,Drawings and Prints,Print,Peasants in a Landscape,Anonymous|Jean Pillement,1776,Human Figures|Landscapes|Trees
FALSE,44919,Asian Art,Print,伊藤若冲画  「乗興舟」|Happy Improvisations on a Riverboat Journey,Itō Jakuchū,1777,Rivers|Landscapes
FALSE,207312,European Sculpture and Decorative Arts,Painting,Three dancing nymphs and a reclining cupid in a landscape,Antonio Zucchi,1777,Musical Instruments|Dancing|Cupid|Nymphs|Landscapes
FALSE,417458,Drawings and Prints,Drawing,Landscape with Hills and a Lake,William Gilpin,1777,Lakes|Hills|Landscapes
FALSE,417459,Drawings and Prints,Drawing,"Landscape with Hill, Lake and Figures",William Gilpin,1777,Lakes|Hills|Landscapes|Trees
FALSE,12862,American Decorative Arts,Watercolor,"Brooklyn, Long Island (View on the East River)",,1778,Horse Riding|Rivers|Landscapes|Trees|Boats
FALSE,12863,American Decorative Arts,Watercolor,"Brooklyn, Long Island (View of the Village Green)",,1778,Houses|Roads|Churches|Men|Landscapes
FALSE,64872,Asian Art,Handscroll,華洛四季遊楽図巻|Scenes of the Four Seasons in Kyoto,Genki (Komai Ki),1778,Bridges|Landscapes|Crowd
FALSE,339695,Drawings and Prints,Drawing,Young Women in a Landscape with Architectural Fragments,Hubert Robert,1778,Women|Landscapes|Trees
FALSE,395359,Drawings and Prints,Print,Landscape after Van der Cabel,Jean Jacques de Boissieu|Adriaen van der Cabel,1778,Human Figures|Horse Riding|Cows|Dogs|Landscapes
FALSE,337695,Drawings and Prints,Drawing,Versailles Seen from the Southwest,"Louis Nicolas de Lespinasse, called the Chevalier de Lespinasse|Anonymous, French, 18th century",1779,Palaces|Men|Horse Riding|Landscapes|Trees
FALSE,347124,Drawings and Prints,Book,Jardin de Monceau,Louis de Carmontelle|Jean Charles Delafosse|Louis Joseph Masquelier,1779,Gardens|Men|Camels|Landscapes|Trees
FALSE,719961,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1779,Bodies of Water|Landscapes|Trees|Boats
FALSE,200784,European Sculpture and Decorative Arts,Plate,Plate,Gaspard Robert factory,1780,Human Figures|Landscapes
FALSE,203656,European Sculpture and Decorative Arts,Cassolette with cover ,Cassolette with cover (one of a pair),,1780,Buildings|Cows|Landscapes|Trees
FALSE,334788,Drawings and Prints,Drawing,Landscape with Six Figures,Guercino (Giovanni Francesco Barbieri),1780,Men|Women|Landscapes|Trees
FALSE,337516,Drawings and Prints,Drawing,Landscape with a Scene from Fénelon's Télémaque,Jean Jacques Lagrenée,1780,Men|Women|Landscapes|Trees|Boats
FALSE,338189,Drawings and Prints,Drawing,"Padua from the East, with San Francesco and the Salone",Bernardo Bellotto,1780,Human Figures|Animals|Buildings|Landscapes
FALSE,338967,Drawings and Prints,Drawing,Rocky Landscape with Eight Figures,Guercino (Giovanni Francesco Barbieri),1780,Human Figures|Mountains|Landscapes
FALSE,339023,Drawings and Prints,Drawing,Landscape with Figures and Fortifications.,Guercino (Giovanni Francesco Barbieri),1780,Human Figures|Buildings|Fortification|Dogs|Landscapes
FALSE,360319,Drawings and Prints,Print,"Wooded Landscape with Cows beside a Pool, Figures and Cottage",Thomas Gainsborough,1780,Houses|Cows|Bodies of Water|Landscapes|Trees
FALSE,415713,Drawings and Prints,Print,Second View of the Surroundings of Bruges (IIe. Vue des environs de Bruges),Jacques Philippe Le Bas|Jan Brueghel the Elder,1780,Windmills|Landscapes|Coat of Arms|Carriages
FALSE,415773,Drawings and Prints,Print,Landscape with Cart after the painting in the cabinet of Mr. Poullain,J. F. Borgnet|Jan Brueghel the Elder,1780,Human Figures|Horse Riding|Landscapes|Trees|Carriages
FALSE,436324,European Paintings,Painting,A Shaded Avenue,Jean Honoré Fragonard,1780,Gardens|Landscapes
FALSE,668125,Drawings and Prints,Print,"The Christ Child sleeping on a cross in a landscape, crown of thorns in the foreground, after Reni",Guido Reni|Gaetano Gandolfi,1780,Landscapes|Christ|Cross
FALSE,719895,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Landscapes|Trees
FALSE,719939,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Arches|Buildings|Landscapes
FALSE,719950,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Landscapes
FALSE,719952,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Houses|Landscapes
FALSE,719953,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Human Figures|Architecture|Landscapes
FALSE,719964,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Architecture|Landscapes|Trees
FALSE,719965,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Villages|Landscapes
FALSE,719966,Drawings and Prints,Print,Landscape,Pierre Nicholas Camus,1780,Human Figures|Ruins|Landscapes
FALSE,720210,Drawings and Prints,Print,Man on Horseback Speaks to Two Shepherdess,Francesco Casanova,1780,Men|Women|Horses|Landscapes|Shepherds
FALSE,45272,Asian Art,Illustrated book,Edo hakkei|Eight Views of Edo,Utagawa Toyohiro,1781,Human Figures|Houses|Cities|Landscapes|Trees
FALSE,360434,Drawings and Prints,Drawing,"Near Glaris [Glarus], Switzerland",Francis Towne|C. & I. Honig,1781,Hills|Landscapes|Trees
FALSE,371273,Drawings and Prints,Drawing,Swiss mountain landscape with small bridge spanning a brook,Franz Schütz,1781,Bridges|Men|Mountains|Landscapes|Trees
FALSE,398584,Drawings and Prints,Print,View of Ranby's House,William Hogarth|Jane Hogarth|John Ranby,1781,Human Figures|Houses|Landscapes
FALSE,341193,Drawings and Prints,Drawing,View of Vesuvius,John Robert Cozens,1782,Volcanoes|Landscapes|Trees
FALSE,388431,Drawings and Prints,Print,IVe Vue du Parc de Neu-Waldeck prise du Pavillon Chinois vers le Nord,Jakob Matthias Schmutzer|Carl Conti|Clemens Kohl|Franz Karl Zoller,1782,Parks|Women|Landscapes|Trees
FALSE,431971,Drawings and Prints,Drawing,A Road in a Gorge near Naples,Thomas Jones,1782,Roads|Landscapes|Cross
FALSE,439404,European Paintings,Painting,Welsh Landscape with a Ruined Castle by a Lake,Richard Wilson,1782,Castles|Lakes|Landscapes
FALSE,45352,Asian Art,Hanging scroll,,Yosa Buson,1783,Mountains|Landscapes|Autumn|Snow
FALSE,340846,Drawings and Prints,Drawing,Italian Landscape with a Tomb,Sir George Howland Beaumont,1783,Tombs|Roads|Landscapes|Trees
FALSE,394220,Drawings and Prints,Print,Second View of Charenton near Paris,Peter Paul Benazech|François Boucher|François Vivares,1783,Children|Boys|Women|Fishing|Landscapes
FALSE,414272,Drawings and Prints,Print,IIe. Vue de Fronville (2nd View of Fronville),François Boucher|William Wynne Ryland,1783,Children|Women|Landscapes
FALSE,436441,European Paintings,Painting,Wooded Upland Landscape,Thomas Gainsborough,1783,Landscapes|Wagons
FALSE,48994,Asian Art,Hanging scroll,,Ike (Tokuyama) Gyokuran,1784,Landscapes
FALSE,335174,Drawings and Prints,Drawing,Winter Landscape with Peasants Gathering and Chopping Wood,Jacob Cats,1784,Human Figures|Landscapes|Trees|Winter|Snow
FALSE,395786,Drawings and Prints,Drawing,View of Naesse castle with Lake Furesø from the West,Erik Pauelsen,1784,Human Figures|Castles|Lakes|Landscapes|Boats
FALSE,407315,Drawings and Prints,Print,"Landscape with Figures Storing Hay in a Barn, a Cart and Horse Lying Down at Left","Thomas Rowlandson|George Barret, the elder",1784,Barns|Horses|Landscapes
FALSE,407316,Drawings and Prints,Print,"Hilly River Landscape, a Boat in the Water at Foreground Left, a Figure on the Far Shore, Houses on a Wooded Hill Beyond",Thomas Rowlandson|Thomas Gainsborough,1784,Houses|Rivers|Landscapes|Boats
FALSE,407319,Drawings and Prints,Print,"Landscape with Cottage Among Trees at Left, and a Distant Church Spire at Right",Thomas Rowlandson,1784,Houses|Landscapes|Trees
FALSE,459388,Robert Lehman Collection,Drawing,Wooded Landscape with a Man Crossing a Bridge,Thomas Gainsborough,1784,Landscapes|Trees
FALSE,187242,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,,1785,Birds|Flowers|Landscapes|Bottles
FALSE,198525,European Sculpture and Decorative Arts,Dish,Dish,Worcester factory,1785,Birds|Landscapes
FALSE,201025,European Sculpture and Decorative Arts,Urn,Urn (one of a pair),,1785,Landscapes|Urns
FALSE,341791,Drawings and Prints,Drawing,"A Rest by the Way (Open Landscape with Figures, Donkey and Horses)",Thomas Gainsborough,1785,Donkeys|Horses|Landscapes|Trees
FALSE,366736,Drawings and Prints,Drawing,Arcadian Landscape with Figures,Johannes de Bosch,1785,Landscapes|Trees
FALSE,368313,Drawings and Prints,Drawing,Landscape with Herdsmen and Their Cattle,Jordanus Hoorn,1785,Men|Women|Cows|Landscapes|Trees
FALSE,372742,Drawings and Prints,Drawing,Landscape,Jacob Wilhelm Mechau,1785,Windmills|Landscapes
FALSE,385377,Drawings and Prints,Print,Rustic Landscape,"Louis Philippe Joseph, duc de Chartres",1785,Buildings|Landscapes|Trees
FALSE,385379,Drawings and Prints,Print,Rustic Landscape with Stone Monument,"Louis Philippe Joseph, duc de Chartres",1785,Monuments|Landscapes
FALSE,396926,Drawings and Prints,Print,Vue Proche du Mont-Ferrat,Joseph Vernet|Jean Jacques Le Veau,1785,Bridges|Men|Women|Landscapes|Boats
FALSE,431662,Drawings and Prints,Print,River Landscape with Three Fisherman,Jean Jacques Le Veau|Allart van Everdingen,1785,Human Figures|Rivers|Landscapes|Boats
FALSE,671532,European Sculpture and Decorative Arts,Platter,Platter,Josiah Wedgwood,1785,Landscapes
FALSE,359582,Drawings and Prints,Drawing,Rocky Landscape with Hunters,Johann Christian Reinhart,1786,Caves|Landscapes|Trees
FALSE,363012,Drawings and Prints,Drawing,Coastal Landscape,Alexander Cozens,1786,Seas|Landscapes
FALSE,363013,Drawings and Prints,Drawing,Landscape with Riverbed and Mountains,Alexander Cozens,1786,Rivers|Mountains|Landscapes
FALSE,381964,Drawings and Prints,Drawing,At Nunnery in Cumberland,Joseph Farington,1786,Bodies of Water|Forests|Landscapes|Trees
FALSE,392494,Drawings and Prints,Print,The Charmers of the Age,James Sayers|Charles Bretherton,1786,Landscapes
FALSE,407317,Drawings and Prints,Print,Deer Hunting – A Landscape Scene with Stag and Hounds in a River,Thomas Rowlandson,1787,Human Figures|Hunting|Horse Riding|Deer|Landscapes
FALSE,407360,Drawings and Prints,Print,The Death – Fox Hunting – A Landscape Scene,Thomas Rowlandson,1787,Men|Hunting|Horse Riding|Foxes|Landscapes
FALSE,439383,European Paintings,Painting,Ponte Loreto near Nettuno,Thomas Jones,1787,Hills|Landscapes
FALSE,707805,Drawings and Prints,Print,Mr. Henderson in the Character of Macbeth,William Shakespeare|John Jones|George Romney|John Henderson,1787,Men|Landscapes|Storms|Actors
FALSE,728489,Drawings and Prints,Drawing,View of London with St. Paul’s in the Distance: Woman and Children with a Baby Carriage,Julius Caesar Ibbetson,1787,Animals|Girls|Women|Landscapes|Carriages
FALSE,728490,Drawings and Prints,Drawing,View of London with St. Paul’s in the Distance: A Family Pausing on a Road,Julius Caesar Ibbetson,1787,Girls|Men|Women|Landscapes|Family
FALSE,810858,Drawings and Prints,Print,"A Coach and Four (from, Rustic Sketches?)",Thomas Rowlandson,1787,Horses|Landscapes|Carriages
FALSE,49253,Asian Art,Folding fan mounted as an album leaf,,Wang Chen,1788,Hills|Landscapes
FALSE,341213,Drawings and Prints,Drawing,"View of Richmond, Yorkshire, England",George Cuit the Elder,1788,Bodies of Water|Landscapes|Trees
FALSE,341215,Drawings and Prints,Drawing,"View of the Round Howe near Richmond, Yorkshire, England",George Cuit the Elder,1788,Bodies of Water|Landscapes
FALSE,341337,Drawings and Prints,Drawing,Seated Girl in a Landscape,Francesco Zuccarelli,1788,Houses|Girls|Landscapes
FALSE,341785,Drawings and Prints,Drawing,Mountain Landscape with a Castle and a Boatman,Thomas Gainsborough,1788,Bodies of Water|Mountains|Landscapes|Trees|Boats
FALSE,407302,Drawings and Prints,Print,"Landscape with Figures on Horseback, Another Resting Under a Gnarled Tree, and a Cottage at Right Nestled in Trees",Thomas Rowlandson|Thomas Gainsborough,1788,Horse Riding|Landscapes|Trees
FALSE,407308,Drawings and Prints,Print,"Landscape with a Figure Herding Cattle Along a Road Beside a Cottage, a Hillside at Left, a Forest in the Valley Below at Right",Thomas Rowlandson|Thomas Gainsborough,1788,Men|Cows|Forests|Hills|Landscapes
FALSE,407318,Drawings and Prints,Print,"Open Landscape with Three Horsemen in the Middle Distance Heading to the Right, Windblown Trees at Left",Thomas Rowlandson|Thomas Gainsborough,1788,Horse Riding|Landscapes|Trees
FALSE,407352,Drawings and Prints,Print,Landscape with Two Fishermen Climbing Rocks Next to a Waterfall,Samuel Howitt|Thomas Rowlandson,1788,Men|Waterfalls|Landscapes
FALSE,437968,European Paintings,Painting,Landscape with Peasants at a Fountain,Francesco Zuccarelli,1788,Fountains|Women|Landscapes|Genre Scene
FALSE,459948,Robert Lehman Collection,Drawing,Classical Landscape: A Town and a Mountain by the Coast,Francesco Zuccarelli,1788,Towns|Landscapes
FALSE,460308,Robert Lehman Collection,Covered vase,Covered vase,"De Porceleyne Bijl (The Porcelain Axe) Factory, Delft",1788,Landscapes
FALSE,460320,Robert Lehman Collection,Covered vase,Covered vase,"De Porceleyne Bijl (The Porcelain Axe) Factory, Delft",1788,Landscapes
FALSE,641300,Drawings and Prints,Drawing,Dumbarton Rock from the South,Joseph Farington,1788,Castles|Seas|Landscapes|Boats
FALSE,668725,Drawings and Prints,Print,"The Tempest, Act I: Ferdinand and Miranda",Giovanni Battista Cipriani|George Barrett|Samuel Middiman|Francesco Bartolozzi|William Shakespeare|John & Josiah Boydell,1788,Men|Women|Caves|Landscapes
FALSE,341786,Drawings and Prints,Drawing,Mountain Landscape with Figures and Buildings,Thomas Gainsborough,1789,Buildings|Mountains|Landscapes
FALSE,459397,Robert Lehman Collection,Drawing,Stormy Landscape,John Hoppner,1789,Landscapes
FALSE,788014,Drawings and Prints,Print,A Park Landscape,"George Barret, the elder|Thomas Rowlandson",1789,Horses|Sheep|Landscapes
FALSE,9681,American Decorative Arts,Wallpaper,Wallpaper,Arthur and Robert Wallpapers,1790,Animals|Landscapes|Trees
FALSE,9684,American Decorative Arts,Wallpaper,Wallpaper,Arthur and Robert Wallpapers,1790,Houses|Landscapes|Trees
FALSE,9841,American Decorative Arts,Window cornice,Window Cornice,,1790,Birds|Landscapes
FALSE,9842,American Decorative Arts,Window cornice,Window Cornice,,1790,Landscapes
FALSE,12902,American Decorative Arts,Painting,Harbor Scene,,1790,Docks|Mountains|Landscapes
FALSE,37955,Asian Art,Folio,,,1790,Landscapes|Boats|Men|Women|Hinduism
FALSE,52450,Asian Art,Desk screen,染付山水図硯屏|Desk Screen with Chinese Landscape,,1790,Bridges|Mountains|Landscapes|Trees|Screens
FALSE,208233,European Sculpture and Decorative Arts,Plate,Plate,Amstel,1790,Houses|Landscapes|Trees|Boats
FALSE,208493,European Sculpture and Decorative Arts,Tray,Tray,Royal Porcelain Manufactory,1790,Landscapes|Clouds|Trays
FALSE,229803,European Sculpture and Decorative Arts,Quilt,Tinian,Bromley Hall,1790,Human Figures|Tents|Landscapes|Trees
FALSE,341784,Drawings and Prints,Drawing,"Open Landscape with Herdsman, Cows, and Sheep",Thomas Gainsborough,1790,Human Figures|Cows|Sheep|Landscapes|Trees
FALSE,383842,Drawings and Prints,Drawing,"Design for Rock-work at Virginia Water, Windsor Great Park",Thomas Sandby,1790,Landscapes
FALSE,415018,Drawings and Prints,Collection Ornament & Architecture,Roundel with Bird in a Landscape and Small Sketches,"Anonymous, French, 18th century|Antoine Caire-Morand|Anonymous, French, 19th century",1790,Birds|Landscapes
FALSE,415843,Drawings and Prints,Print,Landscape with Windmills and Cart,"Anonymous, French, 18th century",1790,Windmills|Men|Cows|Horses|Landscapes|Carriages
FALSE,415894,Drawings and Prints,Print,Second View of the Environs of Antwerp (Seconde Vue des Environs d'Anvers),Jan Brueghel the Elder|Joanna Fr. Ozanne,1790,Buildings|Men|Women|Landscapes|Trees
FALSE,716197,Drawings and Prints,Print,"Montreal, near Sevenoke, in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",William Watts|Thomas Sandby,1790,Animals|Buildings|Landscapes
FALSE,716199,Drawings and Prints,Print,"Hever Castle in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",Richard Bernard Godfrey,1790,Human Figures|Animals|Castles|Landscapes
FALSE,716202,Drawings and Prints,Print,"A View of the Lodge in the South Park, near Penshurst in the County of Kent, from The History and Topographical Survey of the County of Kent, vols. 1-3",Thomas Milton,1790,Buildings|Parks|Landscapes|Trees
FALSE,716237,Drawings and Prints,Print,"Bradbourn in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",Richard Bernard Godfrey,1790,Houses|Landscapes|Trees
FALSE,716238,Drawings and Prints,Print,"Teston House in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",Richard Bernard Godfrey,1790,Men|Landscapes|Boats
FALSE,716241,Drawings and Prints,Print,"Merenorth House, in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",Richard Bernard Godfrey,1790,Animals|Buildings|Landscapes
FALSE,716242,Drawings and Prints,Print,"Preston Hall in Aylesford, in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",Richard Bernard Godfrey,1790,Buildings|Landscapes|Trees|Coat of Arms
FALSE,716244,Drawings and Prints,Print,"Votes Place in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",Richard Bernard Godfrey,1790,Castles|Men|Women|Landscapes|Coat of Arms
FALSE,716258,Drawings and Prints,Print,"Somerhill, near Tunbridge, in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3",Richard Bernard Godfrey,1790,Buildings|Swans|Lakes|Landscapes|Trees
FALSE,716263,Drawings and Prints,Print,"Antiquities Dug up at Different Times in Crock-field near Newington, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3","Anonymous, British, 18th century",1790,Buildings|Landscapes
FALSE,738643,Drawings and Prints,Print,"Plate 5, Outlines of Figures, Landscapes and Cattle...for the Use of Learners",Thomas Rowlandson|S. W. Fores,1790,Men|Women|Horses|Landscapes
FALSE,339341,Drawings and Prints,Drawing,Landscape,Jean Pillement,1792,Human Figures|Animals|Towers|Landscapes|Trees
FALSE,365743,Drawings and Prints,Drawing,Classical Landscape with Ruins (recto); Two men in Roman military dress (verso),Robert Adam,1792,Ruins|Military Clothing|Men|Landscapes
FALSE,365744,Drawings and Prints,Drawing,"Classical Landscape with Temples (recto); Indecipherable sketch, possibly of a seated figure (verso)",Robert Adam,1792,Human Figures|Bridges|Temples|Landscapes|Boats
FALSE,377597,Drawings and Prints,Drawing,Arcadian Landscape with Three Figures at a Lake,Johann Christian Reinhart,1792,Men|Women|Lakes|Landscapes|Trees
FALSE,707925,Drawings and Prints,Print,"Florizel, Perdita, etc. in the Shepherd's Cot (Shakespeare, Winter's Tale, Act 4, Scene 3)",Francis Wheatley|William Shakespeare|John & Josiah Boydell|James Fittler,1792,Men|Women|Dogs|Fruit|Dancing|Landscapes|Trees
FALSE,195793,European Sculpture and Decorative Arts,Plate,Plate (part of a set),De Porceleyne Bijl,1793,Buildings|Landscapes|Working|Flags
FALSE,335043,Drawings and Prints,Drawing,Landscape with Resting Cavaliers and a Shepherd with his Flock,Nicolaas Aartman,1793,Birds|Horses|Bodies of Water|Landscapes|Shepherds
FALSE,342457,Drawings and Prints,Print,Garigliano Passage (Italy),Jean Jacques de Boissieu,1793,Men|Horse Riding|Dogs|Bodies of Water|Landscapes
FALSE,385458,Drawings and Prints,Print,Hermit and Angel in a Landscape,Etienne de Lavallée-Poussin,1793,Men|Landscapes|Angels
FALSE,336477,Drawings and Prints,Drawing,The Covered Bridge at Fribourg,Claude Louis Châtelet,1794,Human Figures|Houses|Bridges|Landscapes|Trees
FALSE,359576,Drawings and Prints,Drawing,Tintern Abbey by Moonlight,"John ""Warwick"" Smith",1794,Abbeys|Human Figures|Ruins|Rivers|Landscapes
FALSE,376786,Drawings and Prints,Drawing,Landscape with a Ruined Tower and Two Figures,Martin von Molitor,1794,Ruins|Men|Women|Landscapes
FALSE,386386,Drawings and Prints,Drawing,Landscape,James Adam,1794,Bridges|Landscapes|Trees
FALSE,421657,Drawings and Prints,Drawing,Barren Coast and Slight Storm,John Glover,1794,Landscapes|Storms
FALSE,2557,American Decorative Arts,Vase,Covered Vase,,1795,Landscapes|Flowers
FALSE,2558,American Decorative Arts,Vase,Covered Vase,,1795,Landscapes
FALSE,2559,American Decorative Arts,Vase,Covered Vase,,1795,Landscapes
FALSE,3234,American Decorative Arts,Dish,Dish,,1795,Children|Women|Playing|Landscapes
FALSE,40793,Asian Art,Vase,清乾隆 銅胎畫琺瑯山水圖瓶|Vase,,1795,Landscapes|Vases
FALSE,40794,Asian Art,Steaming-pan,,,1795,Landscapes|Cooking Containers
FALSE,41303,Asian Art,Snuff bottle,,,1795,Landscapes|Bottles
FALSE,42070,Asian Art,Hand warmer,,,1795,Landscapes
FALSE,46125,Asian Art,Vase,,,1795,Landscapes|Trees|Vases
FALSE,47864,Asian Art,Jar with cover,,,1795,Flowers|Landscapes|Leaves|Jars
FALSE,48777,Asian Art,Covered jar,,,1795,Flowers|Landscapes|Jars
FALSE,48843,Asian Art,Desk screen,,,1795,Landscapes|Screens
FALSE,52039,Asian Art,Vase,,,1795,Villages|Landscapes|Vases
FALSE,70091,Asian Art,Album Leaf,,,1795,Rabbits|Moon|Landscapes|Plants
FALSE,70098,Asian Art,Panel (one of a pair),清   緙絲海屋添籌圖|Mythical realm,,1795,Cranes|Houses|Mountains|Landscapes|Trees
FALSE,70521,Asian Art,Panel,清 緙絲山水圖|Panel with Landscape,,1795,Houses|Landscapes|Trees
FALSE,70522,Asian Art,Panel,清 緙絲山水圖|Panel with Landscape,,1795,Hills|Mountains|Landscapes|Bridges|Pavilions
FALSE,77879,Asian Art,Woodblock print,,Kubo Shunman,1795,Dawn|Boats|Landscapes
FALSE,199251,European Sculpture and Decorative Arts,Coffeepot,Coffeepot,Ansbach Pottery and Porcelain Factory,1795,Landscapes|Ships|Coffeepots
FALSE,199882,European Sculpture and Decorative Arts,Plate,Plate,,1795,Buildings|Men|Landscapes
FALSE,206589,European Sculpture and Decorative Arts,Drop-front secretary on stand,Drop-front secretary on stand (secrètaire à abattant or secrétaire en cabinet) (one of a pair) (part of a set),Adam Weisweiler,1795,Birds|Houses|Caryatids|Landscapes|Furniture
FALSE,209963,European Sculpture and Decorative Arts,Fan,Mourning fan,,1795,Fans|Men|Landscapes|Trees
FALSE,227719,European Sculpture and Decorative Arts,Tapestry,"The Swing, The Harvest, and Cherry Picking from a set of the Pastorals with Blue Draperies",Beauvais|Jean-Baptiste Huet I|de Menou,1795,Children|Men|Women|Landscapes
FALSE,388004,Drawings and Prints,Drawing,Landscape near Mödling with figures,Jakob Matthias Schmutzer,1795,Houses|Hills|Landscapes|Trees
FALSE,406930,Drawings and Prints,Drawing,View of Aix-en-Provence,"Jean Antoine Constantin, called Constantin d'Aix",1795,Buildings|Cities|Landscapes|Trees
FALSE,11928,American Decorative Arts,Drawing,New York from Hobuck,Alexander Robertson,1796,Houses|Landscapes|Trees
FALSE,77893,Asian Art,Print,,Kubo Shunman,1796,Human Figures|Landscapes
FALSE,385258,Drawings and Prints,Drawing,Landscape with a ruin near Mödling,Jakob Matthias Schmutzer,1796,Houses|Ruins|Landscapes|Trees
FALSE,395408,Drawings and Prints,Print,Landscape at Ambronay,Jean Jacques de Boissieu,1796,Houses|Men|Cows|Landscapes|Trees
FALSE,77901,Asian Art,Print,,Kubo Shunman,1797,Landscapes
